,loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,int_rate_groups,open_acc_groups,revol_util_groups,total_acc_groups,annual_inc_groups,installment_groups,loan_amnt_groups
29842,9600,9600, 60 months,16.82,237.66,E,E2,10,MORTGAGE,46095.0,Not Verified,May-10,Charged Off,home_improvement,12.86,Nov-99,1,13,1,86.5,28,17%-21%,10-19,80-100,20-37,31k-58k,145-274,5k-10k
29843,12000,12000, 60 months,16.82,297.08,E,E2,3,MORTGAGE,60000.0,Source Verified,May-10,Charged Off,major_purchase,15.98,Sep-99,0,9,0,49.2,12,17%-21%,2-10,40-60,2-20,58k-85k,274-403,10k-15k
29853,12000,12000, 36 months,14.22,411.42,C,C5,4,RENT,60000.0,Not Verified,May-10,Charged Off,small_business,12.92,May-95,1,6,1,70.3,11,13%-17%,2-10,60-80,2-20,58k-85k,403-531,10k-15k
29855,10000,10000, 36 months,13.11,337.47,C,C2,10,RENT,32000.0,Source Verified,May-10,Charged Off,small_business,24.45,May-90,0,18,0,77.0,34,13%-17%,10-19,60-80,20-37,31k-58k,274-403,5k-10k
29856,25000,25000, 36 months,15.33,870.68,D,D3,2,RENT,50000.0,Verified,May-10,Charged Off,debt_consolidation,14.47,Sep-00,0,8,0,78.6,17,13%-17%,2-10,60-80,2-20,58k-85k,789-918,20k-25k
29858,2000,2000, 36 months,10.25,64.77,B,B2,2,RENT,10000.0,Verified,May-10,Charged Off,debt_consolidation,17.04,Aug-04,1,15,0,6.2,21,9%-13%,10-19,0-20,20-37,3k-31k,14-145,0-5k
29860,12250,12250, 60 months,15.33,293.56,D,D3,4,MORTGAGE,33600.0,Source Verified,May-10,Charged Off,debt_consolidation,22.89,Jul-91,3,9,0,54.1,21,13%-17%,2-10,40-60,20-37,31k-58k,274-403,10k-15k
29875,1000,1000, 36 months,14.96,34.65,D,D2,10,RENT,10200.0,Not Verified,May-10,Charged Off,debt_consolidation,1.76,Aug-06,0,2,0,21.6,4,13%-17%,2-10,20-40,2-20,3k-31k,14-145,0-5k
29877,25000,17450, 60 months,17.19,435.47,E,E3,10,MORTGAGE,90000.0,Verified,May-10,Charged Off,small_business,15.2,May-95,0,25,0,41.7,53,17%-21%,19-27,40-60,37-55,85k-112k,403-531,20k-25k
29883,8000,8000, 36 months,12.73,268.52,C,C1,9,RENT,42000.0,Not Verified,May-10,Charged Off,debt_consolidation,9.54,Oct-97,0,7,0,45.6,38,9%-13%,2-10,40-60,37-55,31k-58k,145-274,5k-10k
29894,3000,3000, 36 months,13.85,102.32,C,C4,10,RENT,36132.0,Not Verified,May-10,Charged Off,debt_consolidation,15.28,Aug-88,1,4,1,67.9,8,13%-17%,2-10,60-80,2-20,31k-58k,14-145,0-5k
29900,3500,3500, 36 months,14.22,120.0,C,C5,10,OWN,18000.0,Not Verified,May-10,Charged Off,medical,7.8,Jul-95,2,10,1,31.2,19,13%-17%,2-10,20-40,2-20,3k-31k,14-145,0-5k
29903,1700,1700, 36 months,6.76,52.31,A,A2,9,MORTGAGE,84000.0,Verified,May-10,Charged Off,other,3.07,Oct-93,0,7,0,67.5,46,5%-9%,2-10,60-80,37-55,85k-112k,14-145,0-5k
29904,6000,6000, 60 months,16.45,147.35,E,E1,10,MORTGAGE,48000.0,Not Verified,May-10,Charged Off,debt_consolidation,19.85,Mar-98,0,13,0,80.2,29,13%-17%,10-19,80-100,20-37,31k-58k,145-274,5k-10k
29913,1200,1200, 36 months,6.76,36.93,A,A2,6,MORTGAGE,38304.0,Not Verified,May-10,Charged Off,other,17.98,Oct-97,3,13,0,5.6,19,5%-9%,10-19,0-20,2-20,31k-58k,14-145,0-5k
29926,3000,3000, 60 months,12.73,67.85,C,C1,2,RENT,60000.0,Not Verified,May-10,Charged Off,other,17.66,Mar-94,2,6,0,95.9,22,9%-13%,2-10,80-100,20-37,58k-85k,14-145,0-5k
29937,5000,5000, 60 months,7.88,101.1,A,A5,10,MORTGAGE,30996.0,Not Verified,May-10,Charged Off,other,19.86,Aug-97,0,6,0,76.7,18,5%-9%,2-10,60-80,2-20,31k-58k,14-145,0-5k
29941,10000,10000, 36 months,14.59,344.65,D,D1,9,MORTGAGE,62920.0,Not Verified,May-10,Charged Off,debt_consolidation,18.48,Jan-75,3,13,0,47.7,38,13%-17%,10-19,40-60,37-55,58k-85k,274-403,5k-10k
29952,25000,25000, 36 months,10.62,813.98,B,B3,5,MORTGAGE,49600.0,Verified,May-10,Charged Off,small_business,16.96,Jan-90,2,8,0,79.2,18,9%-13%,2-10,60-80,2-20,58k-85k,789-918,20k-25k
29954,4000,4000, 36 months,12.73,134.26,C,C1,7,MORTGAGE,25200.0,Source Verified,May-10,Charged Off,debt_consolidation,14.81,Jan-07,0,5,0,15.0,7,9%-13%,2-10,0-20,2-20,3k-31k,14-145,0-5k
29964,20000,20000, 36 months,13.48,678.52,C,C3,10,MORTGAGE,100000.0,Not Verified,May-10,Charged Off,credit_card,12.89,Feb-91,0,16,1,75.3,33,13%-17%,10-19,60-80,20-37,112k-140k,660-789,15k-20k
29974,5000,5000, 36 months,14.22,171.43,C,C5,0,RENT,66000.0,Source Verified,May-10,Charged Off,moving,1.0,Aug-06,2,3,0,0.0,3,13%-17%,2-10,0-20,2-20,58k-85k,145-274,0-5k
29979,20000,20000, 36 months,16.82,711.27,E,E2,4,MORTGAGE,88000.0,Verified,May-10,Charged Off,debt_consolidation,15.38,Dec-94,0,16,0,45.5,43,17%-21%,10-19,40-60,37-55,85k-112k,660-789,15k-20k
29983,24000,24000, 36 months,17.19,857.94,E,E3,10,MORTGAGE,97584.0,Verified,May-10,Charged Off,debt_consolidation,11.84,Apr-00,0,16,1,72.4,25,17%-21%,10-19,60-80,20-37,112k-140k,789-918,20k-25k
29984,23500,18600, 36 months,15.33,647.79,D,D3,10,MORTGAGE,64800.0,Not Verified,May-10,Charged Off,debt_consolidation,24.46,Feb-90,1,14,0,72.4,31,13%-17%,10-19,60-80,20-37,58k-85k,531-660,20k-25k
30012,10000,10000, 36 months,11.36,329.1,B,B5,7,MORTGAGE,50004.0,Not Verified,May-10,Charged Off,debt_consolidation,14.69,Nov-95,3,12,0,26.8,24,9%-13%,10-19,20-40,20-37,58k-85k,274-403,5k-10k
30015,19600,19600, 36 months,16.07,689.76,D,D5,10,RENT,77000.0,Verified,May-10,Charged Off,debt_consolidation,14.37,Oct-01,3,15,1,48.7,33,13%-17%,10-19,40-60,20-37,85k-112k,660-789,15k-20k
30019,25000,25000, 36 months,19.41,921.6,F,F4,5,MORTGAGE,75000.0,Verified,May-10,Charged Off,credit_card,21.94,Aug-00,1,11,1,93.3,25,17%-21%,10-19,80-100,20-37,85k-112k,918-1047,20k-25k
30020,23500,23500, 36 months,11.36,773.38,B,B5,10,RENT,51600.0,Verified,May-10,Charged Off,credit_card,19.72,Feb-88,0,5,0,38.4,10,9%-13%,2-10,20-40,2-20,58k-85k,660-789,20k-25k
30021,10000,10000, 36 months,12.73,335.67,C,C1,10,OWN,60000.0,Not Verified,May-10,Charged Off,other,13.6,Dec-92,2,8,0,59.5,32,9%-13%,2-10,40-60,20-37,58k-85k,274-403,5k-10k
30041,12000,12000, 36 months,10.62,390.72,B,B3,5,RENT,72000.0,Source Verified,May-10,Charged Off,debt_consolidation,18.17,Jun-90,3,12,0,42.0,26,9%-13%,10-19,40-60,20-37,85k-112k,274-403,10k-15k
30045,2500,2500, 36 months,10.99,81.84,B,B4,0,RENT,24996.0,Not Verified,May-10,Charged Off,other,9.75,Oct-99,0,9,0,53.5,17,9%-13%,2-10,40-60,2-20,3k-31k,14-145,0-5k
30052,15000,15000, 36 months,10.62,488.4,B,B3,10,RENT,66000.0,Source Verified,May-10,Charged Off,debt_consolidation,9.55,Apr-96,0,9,0,53.1,41,9%-13%,2-10,40-60,37-55,58k-85k,403-531,10k-15k
30062,25000,25000, 36 months,11.36,822.78,B,B5,10,RENT,55000.0,Verified,May-10,Charged Off,credit_card,18.33,Mar-84,0,11,0,84.3,31,9%-13%,10-19,80-100,20-37,58k-85k,789-918,20k-25k
30066,2500,2500, 36 months,13.11,84.37,C,C2,4,RENT,21996.0,Source Verified,May-10,Charged Off,other,8.07,Aug-03,2,3,0,34.4,7,13%-17%,2-10,20-40,2-20,3k-31k,14-145,0-5k
30071,1500,1500, 36 months,14.22,51.43,C,C5,8,RENT,25140.0,Verified,May-10,Charged Off,other,24.44,Jan-00,1,6,0,0.0,11,13%-17%,2-10,0-20,2-20,3k-31k,14-145,0-5k
30075,6000,6000, 36 months,14.59,206.79,D,D1,3,RENT,15000.0,Not Verified,May-10,Charged Off,major_purchase,0.0,Apr-07,0,5,0,0.0,6,13%-17%,2-10,0-20,2-20,3k-31k,145-274,5k-10k
30103,5000,5000, 36 months,13.48,169.63,C,C3,8,MORTGAGE,30000.0,Not Verified,May-10,Charged Off,debt_consolidation,13.44,Aug-99,1,20,0,26.4,36,13%-17%,19-27,20-40,20-37,31k-58k,145-274,0-5k
30104,5000,5000, 36 months,14.96,173.24,D,D2,6,OWN,33000.0,Source Verified,May-10,Charged Off,debt_consolidation,22.29,Oct-02,0,4,0,94.0,14,13%-17%,2-10,80-100,2-20,31k-58k,145-274,0-5k
30115,25000,25000, 36 months,13.11,843.63,C,C2,0,RENT,106000.0,Verified,May-10,Charged Off,major_purchase,8.42,Dec-99,2,3,0,76.3,16,13%-17%,2-10,60-80,2-20,112k-140k,789-918,20k-25k
30124,6600,6600, 36 months,15.33,229.87,D,D3,2,RENT,30000.0,Verified,May-10,Charged Off,educational,10.88,Dec-06,0,11,0,57.3,11,13%-17%,10-19,40-60,2-20,31k-58k,145-274,5k-10k
30129,6000,6000, 36 months,16.45,212.27,E,E1,6,RENT,60000.0,Source Verified,May-10,Charged Off,house,1.48,Nov-99,1,2,0,70.5,14,13%-17%,2-10,60-80,2-20,58k-85k,145-274,5k-10k
30134,10000,10000, 36 months,12.73,335.67,C,C1,10,MORTGAGE,60000.0,Source Verified,May-10,Charged Off,debt_consolidation,13.58,Oct-95,0,6,0,92.7,12,9%-13%,2-10,80-100,2-20,58k-85k,274-403,5k-10k
30137,13000,13000, 36 months,15.7,455.15,D,D4,2,RENT,24000.0,Source Verified,May-10,Charged Off,debt_consolidation,9.1,Feb-07,1,4,0,54.4,11,13%-17%,2-10,40-60,2-20,3k-31k,403-531,10k-15k
30139,25000,25000, 36 months,15.33,870.71,D,D3,10,MORTGAGE,84132.0,Verified,May-10,Charged Off,debt_consolidation,15.22,Oct-85,1,14,0,54.8,23,13%-17%,10-19,40-60,20-37,85k-112k,789-918,20k-25k
30154,7000,7000, 36 months,13.48,237.47,C,C3,5,MORTGAGE,74400.0,Not Verified,May-10,Charged Off,credit_card,19.94,Oct-93,1,15,0,83.2,27,13%-17%,10-19,80-100,20-37,85k-112k,145-274,5k-10k
30163,17000,17000, 36 months,10.25,550.55,B,B2,8,RENT,59000.0,Not Verified,May-10,Charged Off,debt_consolidation,13.14,Dec-85,2,8,0,51.5,12,9%-13%,2-10,40-60,2-20,58k-85k,531-660,15k-20k
30191,16000,16000, 36 months,18.67,583.85,F,F2,3,MORTGAGE,60000.0,Verified,May-10,Charged Off,debt_consolidation,18.4,Jan-96,0,9,0,85.7,14,17%-21%,2-10,80-100,2-20,58k-85k,531-660,15k-20k
30192,19000,19000, 36 months,19.04,696.89,F,F3,5,MORTGAGE,78000.0,Not Verified,May-10,Charged Off,other,21.05,Oct-95,1,15,0,89.0,29,17%-21%,10-19,80-100,20-37,85k-112k,660-789,15k-20k
30199,10000,10000, 36 months,16.45,353.78,E,E1,10,RENT,47435.0,Verified,May-10,Charged Off,debt_consolidation,19.93,Feb-97,1,13,1,93.8,18,13%-17%,10-19,80-100,2-20,31k-58k,274-403,5k-10k
30224,7000,7000, 36 months,15.7,245.08,D,D4,5,RENT,23400.0,Source Verified,May-10,Charged Off,debt_consolidation,4.97,Nov-06,2,3,0,75.9,12,13%-17%,2-10,60-80,2-20,3k-31k,145-274,5k-10k
30226,4500,4500, 36 months,10.99,147.31,B,B4,2,RENT,39000.0,Not Verified,May-10,Charged Off,other,14.34,Oct-05,0,5,0,69.0,7,9%-13%,2-10,60-80,2-20,31k-58k,145-274,0-5k
30247,8500,8500, 36 months,10.62,276.76,B,B3,10,RENT,26000.0,Not Verified,May-10,Charged Off,credit_card,7.8,Jul-89,0,5,1,61.9,18,9%-13%,2-10,60-80,2-20,3k-31k,274-403,5k-10k
30265,10000,10000, 36 months,11.36,329.12,B,B5,4,RENT,42000.0,Not Verified,May-10,Charged Off,renewable_energy,10.31,Dec-01,0,19,1,73.4,37,9%-13%,19-27,60-80,37-55,31k-58k,274-403,5k-10k
30270,3200,3200, 36 months,10.25,103.64,B,B2,10,MORTGAGE,77000.0,Not Verified,May-10,Charged Off,home_improvement,4.91,Sep-01,0,8,1,7.1,10,9%-13%,2-10,0-20,2-20,85k-112k,14-145,0-5k
30272,9800,9800, 36 months,13.11,330.7,C,C2,7,RENT,50000.0,Not Verified,May-10,Charged Off,debt_consolidation,9.1,Jan-96,0,6,1,74.8,13,13%-17%,2-10,60-80,2-20,58k-85k,274-403,5k-10k
30274,5000,5000, 36 months,10.99,163.68,B,B4,0,RENT,49800.0,Not Verified,May-10,Charged Off,car,17.4,Oct-04,1,7,0,63.9,13,9%-13%,2-10,60-80,2-20,58k-85k,145-274,0-5k
30284,5000,5000, 36 months,15.33,174.15,D,D3,4,MORTGAGE,91000.0,Not Verified,May-10,Charged Off,medical,16.27,Sep-96,2,14,0,88.2,21,13%-17%,10-19,80-100,20-37,85k-112k,145-274,0-5k
30285,4975,4975, 36 months,7.51,154.77,A,A4,3,RENT,34000.0,Not Verified,May-10,Charged Off,major_purchase,3.64,Jun-01,0,10,0,3.1,12,5%-9%,2-10,0-20,2-20,31k-58k,145-274,0-5k
30289,15000,15000, 36 months,10.25,485.78,B,B2,3,RENT,35976.0,Not Verified,May-10,Charged Off,debt_consolidation,20.68,Jun-01,1,10,0,64.5,15,9%-13%,2-10,60-80,2-20,31k-58k,403-531,10k-15k
30293,5500,5500, 36 months,10.62,179.08,B,B3,1,RENT,54000.0,Not Verified,May-10,Charged Off,other,14.47,Jul-01,1,13,0,35.1,25,9%-13%,10-19,20-40,20-37,58k-85k,145-274,5k-10k
30294,14000,14000, 36 months,16.82,497.87,E,E2,5,MORTGAGE,97200.0,Not Verified,May-10,Charged Off,debt_consolidation,15.54,Feb-96,2,11,1,97.7,60,17%-21%,10-19,80-100,55-74,112k-140k,403-531,10k-15k
30297,20000,20000, 36 months,13.85,682.08,C,C4,2,RENT,80000.0,Verified,May-10,Charged Off,debt_consolidation,18.63,Sep-99,3,13,0,67.3,26,13%-17%,10-19,60-80,20-37,85k-112k,660-789,15k-20k
30303,4200,4200, 36 months,13.48,142.49,C,C3,0,OWN,12000.0,Source Verified,May-10,Charged Off,home_improvement,7.4,Aug-01,0,8,0,17.5,13,13%-17%,2-10,0-20,2-20,3k-31k,14-145,0-5k
30313,12000,12000, 36 months,14.59,413.58,D,D1,4,OWN,70000.0,Verified,May-10,Charged Off,credit_card,15.93,Jun-03,0,8,0,96.1,15,13%-17%,2-10,80-100,2-20,58k-85k,403-531,10k-15k
30316,3600,3600, 36 months,14.59,124.08,D,D1,1,OWN,12996.0,Verified,May-10,Charged Off,major_purchase,8.13,Jun-06,0,3,0,0.0,4,13%-17%,2-10,0-20,2-20,3k-31k,14-145,0-5k
30319,1750,1750, 36 months,15.7,61.27,D,D4,3,RENT,22800.0,Source Verified,May-10,Charged Off,home_improvement,24.89,Jul-00,1,3,0,48.0,5,13%-17%,2-10,40-60,2-20,3k-31k,14-145,0-5k
30344,8000,8000, 36 months,14.59,275.72,D,D1,0,RENT,41600.0,Not Verified,May-10,Charged Off,debt_consolidation,11.59,Jan-07,1,6,0,71.7,12,13%-17%,2-10,60-80,2-20,31k-58k,274-403,5k-10k
30360,4000,4000, 36 months,14.22,137.14,C,C5,0,RENT,16500.0,Not Verified,Apr-10,Charged Off,other,8.73,Jan-07,0,4,0,82.6,5,13%-17%,2-10,80-100,2-20,3k-31k,14-145,0-5k
30361,25000,25000, 36 months,15.33,870.71,D,D3,2,MORTGAGE,94500.0,Verified,May-10,Charged Off,debt_consolidation,18.5,Jun-94,3,21,0,53.8,32,13%-17%,19-27,40-60,20-37,112k-140k,789-918,20k-25k
30365,5000,5000, 36 months,14.96,173.24,D,D2,2,RENT,39996.0,Verified,Apr-10,Charged Off,other,16.17,Nov-99,0,7,0,77.2,14,13%-17%,2-10,60-80,2-20,31k-58k,145-274,0-5k
30377,5000,5000, 36 months,9.88,161.06,B,B1,8,MORTGAGE,54996.0,Not Verified,Apr-10,Charged Off,debt_consolidation,14.34,Sep-97,2,14,0,77.0,34,9%-13%,10-19,60-80,20-37,58k-85k,145-274,0-5k
30380,4000,4000, 36 months,14.22,137.14,C,C5,1,MORTGAGE,74551.92,Not Verified,Apr-10,Charged Off,debt_consolidation,10.77,Apr-95,3,15,1,53.3,48,13%-17%,10-19,40-60,37-55,85k-112k,14-145,0-5k
30391,13000,13000, 36 months,7.88,406.65,A,A5,5,MORTGAGE,53500.0,Not Verified,May-10,Charged Off,credit_card,22.36,Jul-86,2,15,0,25.5,37,5%-9%,10-19,20-40,37-55,58k-85k,403-531,10k-15k
30409,3000,3000, 36 months,7.14,92.82,A,A3,10,RENT,19992.0,Not Verified,May-10,Charged Off,other,8.04,Jun-95,0,5,0,36.1,11,5%-9%,2-10,20-40,2-20,3k-31k,14-145,0-5k
30411,15000,15000, 36 months,9.88,483.16,B,B1,9,MORTGAGE,67000.0,Not Verified,May-10,Charged Off,credit_card,18.02,Jun-77,0,11,0,64.1,36,9%-13%,10-19,60-80,20-37,58k-85k,403-531,10k-15k
30430,5500,5500, 36 months,12.73,184.62,C,C1,10,RENT,56000.0,Source Verified,Apr-10,Charged Off,other,16.8,Mar-92,0,6,0,93.8,14,9%-13%,2-10,80-100,2-20,58k-85k,145-274,5k-10k
30431,9200,9200, 36 months,9.88,296.34,B,B1,10,RENT,22800.0,Not Verified,Apr-10,Charged Off,other,16.79,Feb-03,4,10,0,6.0,23,9%-13%,2-10,0-20,20-37,3k-31k,274-403,5k-10k
30461,5000,5000, 36 months,12.73,167.84,C,C1,10,RENT,51000.0,Not Verified,Apr-10,Charged Off,major_purchase,1.53,Jun-99,0,7,1,39.5,12,9%-13%,2-10,20-40,2-20,58k-85k,145-274,0-5k
30506,6000,6000, 36 months,11.36,197.47,B,B5,2,RENT,46680.0,Not Verified,Apr-10,Charged Off,medical,6.56,Oct-03,0,9,0,40.1,10,9%-13%,2-10,40-60,2-20,31k-58k,145-274,5k-10k
30508,7750,7750, 36 months,16.07,272.76,D,D5,1,MORTGAGE,60000.0,Not Verified,Apr-10,Charged Off,debt_consolidation,21.14,Oct-95,0,22,0,38.3,36,13%-17%,19-27,20-40,20-37,58k-85k,145-274,5k-10k
30512,12250,12250, 36 months,11.36,403.17,B,B5,2,MORTGAGE,31000.0,Not Verified,Apr-10,Charged Off,debt_consolidation,19.86,Apr-03,0,18,0,59.4,43,9%-13%,10-19,40-60,37-55,31k-58k,403-531,10k-15k
30537,21000,21000, 36 months,16.45,742.93,E,E1,9,MORTGAGE,65600.0,Source Verified,Apr-10,Charged Off,other,9.46,Sep-99,1,4,0,95.6,19,13%-17%,2-10,80-100,2-20,58k-85k,660-789,20k-25k
30545,1450,1450, 36 months,9.88,46.71,B,B1,10,MORTGAGE,35000.0,Not Verified,Apr-10,Charged Off,small_business,7.54,Aug-99,1,6,0,83.7,24,9%-13%,2-10,80-100,20-37,31k-58k,14-145,0-5k
30558,4750,4750, 36 months,14.59,163.71,D,D1,3,RENT,14400.0,Not Verified,Apr-10,Charged Off,small_business,11.92,Oct-06,1,2,0,66.9,8,13%-17%,2-10,60-80,2-20,3k-31k,145-274,0-5k
30572,5000,5000, 36 months,14.22,171.43,C,C5,1,RENT,16800.0,Not Verified,Apr-10,Charged Off,major_purchase,4.43,Feb-07,1,3,0,21.8,3,13%-17%,2-10,20-40,2-20,3k-31k,145-274,0-5k
30590,1500,1500, 36 months,13.48,50.89,C,C3,3,OWN,48000.0,Not Verified,Apr-10,Charged Off,other,0.63,Sep-02,1,2,0,47.6,4,13%-17%,2-10,40-60,2-20,31k-58k,14-145,0-5k
30600,3500,3500, 36 months,10.25,113.35,B,B2,1,MORTGAGE,54000.0,Not Verified,Apr-10,Charged Off,other,21.69,Dec-00,1,7,0,78.6,25,9%-13%,2-10,60-80,20-37,58k-85k,14-145,0-5k
30610,10000,10000, 36 months,13.11,337.45,C,C2,5,RENT,40000.0,Verified,Apr-10,Charged Off,small_business,17.07,Dec-98,1,10,0,29.9,17,13%-17%,2-10,20-40,2-20,31k-58k,274-403,5k-10k
30613,15000,15000, 36 months,12.73,503.5,C,C1,10,RENT,49439.0,Not Verified,Apr-10,Charged Off,debt_consolidation,18.96,Oct-90,0,16,1,53.0,24,9%-13%,10-19,40-60,20-37,58k-85k,403-531,10k-15k
30622,16000,16000, 36 months,13.11,539.92,C,C2,10,MORTGAGE,43200.0,Not Verified,Apr-10,Charged Off,debt_consolidation,22.97,Oct-93,0,15,0,46.4,25,13%-17%,10-19,40-60,20-37,31k-58k,531-660,15k-20k
30634,25000,25000, 36 months,11.36,822.78,B,B5,10,MORTGAGE,82000.0,Verified,Apr-10,Charged Off,debt_consolidation,17.15,Mar-96,0,8,0,67.4,27,9%-13%,2-10,60-80,20-37,85k-112k,789-918,20k-25k
30679,7000,7000, 36 months,7.14,216.58,A,A3,10,MORTGAGE,61000.0,Verified,Apr-10,Charged Off,other,22.58,Sep-67,3,15,0,36.7,25,5%-9%,10-19,20-40,20-37,58k-85k,145-274,5k-10k
30690,12000,12000, 36 months,13.48,407.09,C,C3,6,RENT,25200.0,Verified,Apr-10,Charged Off,debt_consolidation,4.32,Aug-95,1,4,0,87.2,8,13%-17%,2-10,80-100,2-20,3k-31k,403-531,10k-15k
30709,12000,12000, 36 months,14.96,415.76,D,D2,2,RENT,40310.0,Not Verified,Apr-10,Charged Off,debt_consolidation,10.63,Nov-05,0,7,0,46.4,9,13%-17%,2-10,40-60,2-20,31k-58k,403-531,10k-15k
30718,1600,1600, 36 months,9.88,51.54,B,B1,1,RENT,18000.0,Not Verified,Apr-10,Charged Off,moving,3.07,Jul-00,1,6,0,61.0,6,9%-13%,2-10,60-80,2-20,3k-31k,14-145,0-5k
30725,5000,5000, 36 months,15.33,174.15,D,D3,3,MORTGAGE,19200.0,Verified,Apr-10,Charged Off,major_purchase,8.81,Mar-07,0,7,0,52.6,8,13%-17%,2-10,40-60,2-20,3k-31k,145-274,0-5k
30731,3500,3500, 36 months,14.22,120.0,C,C5,3,RENT,30000.0,Not Verified,Apr-10,Charged Off,other,15.36,Apr-87,3,6,1,72.9,8,13%-17%,2-10,60-80,2-20,31k-58k,14-145,0-5k
30732,6000,6000, 36 months,10.62,195.36,B,B3,2,RENT,28800.0,Not Verified,Apr-10,Charged Off,debt_consolidation,6.38,Oct-05,0,6,0,44.9,10,9%-13%,2-10,40-60,2-20,31k-58k,145-274,5k-10k
30738,7000,7000, 36 months,15.7,245.08,D,D4,3,RENT,47500.0,Verified,Apr-10,Charged Off,other,10.64,Jul-98,1,10,0,37.9,36,13%-17%,2-10,20-40,20-37,31k-58k,145-274,5k-10k
30756,10000,10000, 36 months,10.62,325.6,B,B3,7,MORTGAGE,40000.0,Not Verified,Apr-10,Charged Off,other,17.97,Sep-91,2,4,0,89.5,21,9%-13%,2-10,80-100,20-37,31k-58k,274-403,5k-10k
30761,19200,19200, 36 months,10.99,628.52,B,B4,10,RENT,77000.0,Verified,Apr-10,Charged Off,credit_card,19.23,Feb-95,1,10,0,51.8,28,9%-13%,2-10,40-60,20-37,85k-112k,531-660,15k-20k
30765,15000,15000, 36 months,14.96,519.7,D,D2,0,MORTGAGE,75000.0,Not Verified,Apr-10,Charged Off,credit_card,8.52,Sep-02,1,21,1,64.4,24,13%-17%,19-27,60-80,20-37,85k-112k,403-531,10k-15k
30768,10000,10000, 36 months,13.48,339.25,C,C3,10,RENT,24000.0,Not Verified,Apr-10,Charged Off,educational,1.3,Feb-05,4,3,0,0.0,4,13%-17%,2-10,0-20,2-20,3k-31k,274-403,5k-10k
30775,18000,18000, 36 months,13.48,610.64,C,C3,10,RENT,36720.0,Source Verified,Apr-10,Charged Off,debt_consolidation,15.23,Sep-97,0,16,1,49.3,37,13%-17%,10-19,40-60,37-55,31k-58k,531-660,15k-20k
30799,14000,14000, 36 months,13.85,477.46,C,C4,3,MORTGAGE,69582.0,Not Verified,Apr-10,Charged Off,small_business,9.61,Feb-01,3,7,0,14.7,19,13%-17%,2-10,0-20,2-20,58k-85k,403-531,10k-15k
30810,7500,7500, 36 months,15.33,261.22,D,D3,2,RENT,28128.0,Not Verified,Apr-10,Charged Off,debt_consolidation,9.3,Dec-99,0,8,0,97.1,18,13%-17%,2-10,80-100,2-20,31k-58k,145-274,5k-10k
30814,6000,6000, 36 months,11.36,197.47,B,B5,0,RENT,32000.0,Not Verified,Apr-10,Charged Off,debt_consolidation,8.93,Aug-04,2,7,0,57.1,10,9%-13%,2-10,40-60,2-20,31k-58k,145-274,5k-10k
30831,7200,7200, 36 months,14.96,249.46,D,D2,10,MORTGAGE,30000.0,Not Verified,Apr-10,Charged Off,other,10.08,Sep-88,0,4,0,89.8,5,13%-17%,2-10,80-100,2-20,31k-58k,145-274,5k-10k
30835,5000,5000, 36 months,14.22,171.43,C,C5,4,RENT,65000.0,Not Verified,Apr-10,Charged Off,other,14.97,Jan-99,0,16,0,80.6,24,13%-17%,10-19,80-100,20-37,58k-85k,145-274,0-5k
30857,7000,7000, 36 months,14.96,242.53,D,D2,10,RENT,20000.0,Not Verified,Apr-10,Charged Off,major_purchase,14.82,Aug-06,2,11,0,42.8,11,13%-17%,10-19,40-60,2-20,3k-31k,145-274,5k-10k
30862,25000,25000, 36 months,10.99,818.38,B,B4,2,RENT,100000.0,Verified,Apr-10,Charged Off,debt_consolidation,13.4,Oct-80,1,10,0,67.3,34,9%-13%,2-10,60-80,20-37,112k-140k,789-918,20k-25k
30869,7000,7000, 36 months,13.85,238.73,C,C4,3,RENT,58000.0,Verified,Apr-10,Charged Off,other,17.57,Aug-02,0,18,0,78.2,20,13%-17%,10-19,60-80,20-37,58k-85k,145-274,5k-10k
30881,8000,8000, 36 months,11.36,263.29,B,B5,3,RENT,45000.0,Not Verified,Apr-10,Charged Off,debt_consolidation,22.93,Jan-94,3,11,0,32.0,24,9%-13%,10-19,20-40,20-37,31k-58k,145-274,5k-10k
30892,8000,8000, 36 months,13.48,271.4,C,C3,4,RENT,60000.0,Verified,Apr-10,Charged Off,debt_consolidation,9.76,May-06,3,8,0,21.8,13,13%-17%,2-10,20-40,2-20,58k-85k,145-274,5k-10k
30896,2500,2500, 36 months,14.59,86.17,D,D1,8,RENT,54996.0,Not Verified,Apr-10,Charged Off,major_purchase,15.45,Feb-98,1,13,0,36.5,16,13%-17%,10-19,20-40,2-20,58k-85k,14-145,0-5k
30907,8000,8000, 36 months,16.07,281.56,D,D5,10,OWN,59506.0,Not Verified,Apr-10,Charged Off,other,21.66,May-95,3,6,0,98.0,17,13%-17%,2-10,80-100,2-20,58k-85k,274-403,5k-10k
30914,10000,10000, 36 months,9.88,322.11,B,B1,1,RENT,33600.0,Source Verified,Apr-10,Charged Off,debt_consolidation,19.96,Aug-99,1,10,0,54.2,20,9%-13%,2-10,40-60,20-37,31k-58k,274-403,5k-10k
